departamento;municipio;armas medios;cantidad;dia;mes;periodo;diasem
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;19;10;2017;5
santander;piedecuesta;arma de fuego;1;19;10;2017;5
caldas;manizales (ct);contundentes;1;23;10;2017;2
bolivar;san juan nepomuceno;contundentes;1;24;10;2017;3
antioquia;la union;arma de fuego;1;25;10;2017;4
tolima;ibague (ct);arma de fuego;1;26;10;2017;5
santander;barrancabermeja;arma de fuego;1;27;10;2017;6
valle;cali (ct);sin empleo de armas;1;27;10;2017;6
atlantico;barranquilla (ct);arma de fuego;1;2;11;2017;5
atlantico;barranquilla (ct);arma blanca / cortopunzante;1;3;11;2017;6
bogota d.c. (ct);bogota d.c. (ct);llave maestra;1;5;11;2017;1
atlantico;puerto colombia;arma blanca / cortopunzante;1;8;11;2017;4
cesar;valledupar (ct);arma de fuego;1;13;11;2017;2
magdalena;santa marta (ct);contundentes;1;13;11;2017;2
norte de santander;durania;arma de fuego;1;16;11;2017;5
bolivar;cartagena (ct);arma de fuego;2;17;11;2017;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;17;11;2017;6
antioquia;medellin (ct);arma de fuego;1;21;11;2017;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;11;2017;4
tolima;honda;arma de fuego;1;22;11;2017;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;28;11;2017;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;1;12;2017;6
atlantico;barranquilla (ct);arma de fuego;1;2;12;2017;7
cauca;santander de quilichao;sin empleo de armas;1;2;12;2017;7
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;7;12;2017;5
norte de santander;cucuta (ct);arma de fuego;1;7;12;2017;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;15;12;2017;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;2;19;12;2017;3
bogota d.c. (ct);bogota d.c. (ct);arma blanca / cortopunzante;1;21;12;2017;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;12;2017;6
bolivar;cartagena (ct);arma de fuego;1;23;12;2017;7
valle;cali (ct);arma de fuego;1;26;12;2017;3
cesar;la paz;arma blanca / cortopunzante;1;28;12;2017;5
antioquia;medellin (ct);arma de fuego;1;28;12;2017;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;3;1;2018;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;10;1;2018;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;11;1;2018;5
cundinamarca;soacha;palancas;1;13;1;2018;7
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;18;1;2018;5
cordoba;san pelayo;arma de fuego;1;19;1;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;19;1;2018;6
cundinamarca;girardot;arma de fuego;1;19;1;2018;6
atlantico;sabanagrande;contundentes;1;20;1;2018;7
antioquia;medellin (ct);arma de fuego;1;24;1;2018;4
antioquia;medellin (ct);arma de fuego;1;25;1;2018;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;25;1;2018;5
tolima;mariquita;arma de fuego;1;25;1;2018;5
santander;barrancabermeja;arma de fuego;1;1;2;2018;5
antioquia;la estrella;contundentes;1;1;2;2018;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;2;2;2018;6
cundinamarca;chia;arma de fuego;1;2;2;2018;6
antioquia;el carmen de viboral;contundentes;1;4;2;2018;1
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;5;2;2018;2
sucre;los palmitos;arma de fuego;1;6;2;2018;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;7;2;2018;4
norte de santander;cucuta (ct);arma de fuego;1;7;2;2018;4
huila;neiva (ct);arma de fuego;1;8;2;2018;5
valle;cali (ct);palancas;1;9;2;2018;6
cordoba;monteria (ct);arma de fuego;1;12;2;2018;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;14;2;2018;4
antioquia;medellin (ct);arma de fuego;1;16;2;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;2;16;2;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;17;2;2018;7
antioquia;medellin (ct);contundentes;1;19;2;2018;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;20;2;2018;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;2;2018;5
risaralda;pereira (ct);arma blanca / cortopunzante;1;23;2;2018;6
atlantico;barranquilla (ct);arma de fuego;1;23;2;2018;6
guajira;barrancas;arma de fuego;1;23;2;2018;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;23;2;2018;6
antioquia;itagui;contundentes;1;26;2;2018;2
cauca;popayan (ct);contundentes;1;26;2;2018;2
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;27;2;2018;3
norte de santander;convencion;arma blanca / cortopunzante;1;1;3;2018;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;1;3;2018;5
cundinamarca;girardot;arma de fuego;1;2;3;2018;6
atlantico;barranquilla (ct);arma de fuego;1;6;3;2018;3
quindio;armenia (ct);arma de fuego;1;8;3;2018;5
antioquia;medellin (ct);sin empleo de armas;1;9;3;2018;6
antioquia;medellin (ct);arma de fuego;1;13;3;2018;3
santander;barrancabermeja;arma de fuego;1;16;3;2018;6
valle;cali (ct);sin empleo de armas;1;16;3;2018;6
valle;cali (ct);arma de fuego;1;21;3;2018;4
santander;barrancabermeja;arma de fuego;1;23;3;2018;6
santander;floridablanca;arma de fuego;1;28;3;2018;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;28;3;2018;4
antioquia;medellin (ct);llave maestra;1;28;3;2018;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;3;4;2018;3
atlantico;barranquilla (ct);arma de fuego;1;6;4;2018;6
santander;giron;arma de fuego;1;7;4;2018;7
bogota d.c. (ct);bogota d.c. (ct);palancas;1;9;4;2018;2
antioquia;medellin (ct);arma de fuego;1;13;4;2018;6
santander;barrancabermeja;arma de fuego;1;18;4;2018;4
antioquia;bello;arma de fuego;1;21;4;2018;7
santander;puerto wilches;arma de fuego;1;23;4;2018;2
valle;cali (ct);arma blanca / cortopunzante;1;25;4;2018;4
cordoba;san antero;arma de fuego;1;25;4;2018;4
boyaca;tunja (ct);arma de fuego;1;26;4;2018;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;26;4;2018;5
cundinamarca;chia;contundentes;1;27;4;2018;6
valle;cartago;contundentes;1;30;4;2018;2
bogota d.c. (ct);bogota d.c. (ct);palancas;1;2;5;2018;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;3;5;2018;5
antioquia;medellin (ct);llave maestra;1;5;5;2018;7
cundinamarca;ricaurte;arma de fuego;1;9;5;2018;4
atlantico;barranquilla (ct);arma de fuego;1;11;5;2018;6
risaralda;pereira (ct);arma de fuego;1;15;5;2018;3
atlantico;barranquilla (ct);arma de fuego;1;17;5;2018;5
cundinamarca;soacha;arma de fuego;1;17;5;2018;5
antioquia;medellin (ct);llave maestra;1;19;5;2018;7
cordoba;lorica;arma de fuego;1;22;5;2018;3
antioquia;medellin (ct);arma de fuego;1;30;5;2018;4
valle;cali (ct);sin empleo de armas;1;31;5;2018;5
cesar;valledupar (ct);arma de fuego;1;1;6;2018;6
norte de santander;cucuta (ct);arma de fuego;1;6;6;2018;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;9;6;2018;7
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;12;6;2018;3
atlantico;barranquilla (ct);arma de fuego;1;15;6;2018;6
cordoba;planeta rica;arma de fuego;1;15;6;2018;6
valle;cali (ct);arma de fuego;1;15;6;2018;6
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;15;6;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;19;6;2018;3
bolivar;san pablo;arma de fuego;1;21;6;2018;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;26;6;2018;3
norte de santander;teorama;arma de fuego;1;27;6;2018;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;27;6;2018;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;29;6;2018;6
antioquia;envigado;arma de fuego;1;3;7;2018;3
putumayo;puerto asis;contundentes;1;8;7;2018;1
antioquia;guatape;contundentes;1;10;7;2018;3
cordoba;los cordobas;arma de fuego;1;13;7;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;16;7;2018;2
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;16;7;2018;2
antioquia;san jeronimo;arma de fuego;1;18;7;2018;4
huila;neiva (ct);arma de fuego;1;19;7;2018;5
bolivar;cartagena (ct);palancas;1;19;7;2018;5
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;20;7;2018;6
risaralda;belen de umbria;sin empleo de armas;1;23;7;2018;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;25;7;2018;4
antioquia;ciudad bolivar;arma de fuego;1;27;7;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma blanca / cortopunzante;1;31;7;2018;3
meta;villavicencio (ct);arma de fuego;1;31;7;2018;3
antioquia;medellin (ct);arma de fuego;1;2;8;2018;5
atlantico;barranquilla (ct);arma de fuego;1;3;8;2018;6
antioquia;medellin (ct);arma blanca / cortopunzante;1;8;8;2018;4
atlantico;soledad;arma de fuego;1;10;8;2018;6
antioquia;medellin (ct);arma de fuego;1;14;8;2018;3
atlantico;barranquilla (ct);arma de fuego;1;16;8;2018;5
risaralda;santa rosa de cabal;arma de fuego;1;16;8;2018;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;22;8;2018;4
atlantico;barranquilla (ct);arma de fuego;1;29;8;2018;4
antioquia;medellin (ct);arma de fuego;1;30;8;2018;5
choco;istmina;contundentes;1;1;9;2018;7
sucre;los palmitos;sin empleo de armas;1;3;9;2018;2
tolima;ibague (ct);arma de fuego;1;6;9;2018;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;10;9;2018;2
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;11;9;2018;3
atlantico;soledad;arma de fuego;1;13;9;2018;5
cordoba;planeta rica;arma de fuego;1;14;9;2018;6
bogota d.c. (ct);bogota d.c. (ct);llave maestra;1;15;9;2018;7
antioquia;medellin (ct);arma de fuego;1;27;9;2018;5
bogota d.c. (ct);bogota d.c. (ct);arma blanca / cortopunzante;1;28;9;2018;6
magdalena;sitionuevo;contundentes;1;28;9;2018;6
sucre;san luis de since;sin empleo de armas;1;28;9;2018;6
sucre;sincelejo (ct);sin empleo de armas;1;28;9;2018;6
huila;neiva (ct);arma de fuego;1;3;10;2018;4
valle;cali (ct);arma de fuego;1;3;10;2018;4
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;3;10;2018;4
antioquia;medellin (ct);sin empleo de armas;1;4;10;2018;5
cesar;aguachica;arma de fuego;1;5;10;2018;6
cordoba;monteria (ct);sin empleo de armas;1;5;10;2018;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;6;10;2018;7
cordoba;cerete;sin empleo de armas;1;8;10;2018;2
atlantico;barranquilla (ct);arma de fuego;1;10;10;2018;4
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;10;10;2018;4
cundinamarca;tocancipa;no reporta;1;11;10;2018;5
norte de santander;cucuta (ct);no reporta;1;13;10;2018;7
antioquia;medellin (ct);arma de fuego;1;18;10;2018;5
valle;cali (ct);arma de fuego;1;18;10;2018;5
atlantico;barranquilla (ct);sin empleo de armas;1;19;10;2018;6
atlantico;barranquilla (ct);arma de fuego;1;22;10;2018;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;24;10;2018;4
cesar;la paz;arma de fuego;1;25;10;2018;5
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;25;10;2018;5
antioquia;medellin (ct);arma de fuego;1;26;10;2018;6
atlantico;barranquilla (ct);arma de fuego;1;1;11;2018;5
atlantico;barranquilla (ct);no reporta;1;1;11;2018;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;6;11;2018;3
atlantico;candelaria;arma de fuego;1;13;11;2018;3
atlantico;barranquilla (ct);arma de fuego;1;15;11;2018;5
antioquia;medellin (ct);sin empleo de armas;1;16;11;2018;6
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;19;11;2018;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;20;11;2018;3
antioquia;envigado;arma de fuego;1;21;11;2018;4
antioquia;medellin (ct);sin empleo de armas;1;26;11;2018;2
meta;villavicencio (ct);sin empleo de armas;1;26;11;2018;2
norte de santander;cucuta (ct);no reporta;1;28;11;2018;4
cordoba;momil;sin empleo de armas;1;28;11;2018;4
guajira;san juan del cesar;arma de fuego;1;29;11;2018;5
atlantico;soledad;arma de fuego;1;30;11;2018;6
bogota d.c. (ct);bogota d.c. (ct);palancas;1;30;11;2018;6
narino;ipiales;sin empleo de armas;1;30;11;2018;6
huila;isnos;arma blanca / cortopunzante;1;3;12;2018;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;4;12;2018;3
sucre;sampues;arma de fuego;1;4;12;2018;3
norte de santander;cucuta (ct);sin empleo de armas;1;6;12;2018;5
valle;cali (ct);arma de fuego;1;7;12;2018;6
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;7;12;2018;6
bolivar;cartagena (ct);arma de fuego;1;10;12;2018;2
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;10;12;2018;2
huila;neiva (ct);sin empleo de armas;1;11;12;2018;3
antioquia;medellin (ct);arma de fuego;1;12;12;2018;4
guaviare;san jose del guaviare (ct);arma de fuego;1;13;12;2018;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;14;12;2018;6
huila;neiva (ct);arma de fuego;1;18;12;2018;3
cundinamarca;la mesa;contundentes;1;18;12;2018;3
huila;neiva (ct);arma blanca / cortopunzante;1;20;12;2018;5
antioquia;puerto berrio;contundentes;1;20;12;2018;5
bogota d.c. (ct);bogota d.c. (ct);no reporta;1;20;12;2018;5
valle;cali (ct);arma de fuego;1;21;12;2018;6
bolivar;cartagena (ct);palancas;1;23;12;2018;1
valle;cali (ct);sin empleo de armas;1;26;12;2018;4
valle;cali (ct);sin empleo de armas;1;27;12;2018;5
antioquia;girardota;arma de fuego;1;29;12;2018;7
bolivar;cartagena (ct);sin empleo de armas;1;29;12;2018;7
valle;cali (ct);arma de fuego;1;26;2;2019;3
atlantico;barranquilla (ct);arma de fuego;1;8;11;2019;6
sucre;covenas;contundentes;1;30;11;2019;7
santander;barrancabermeja;sin empleo de armas;1;15;4;2019;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;23;12;2019;2
caldas;manizales (ct);arma de fuego;1;14;2;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;7;6;2019;6
bolivar;san juan nepomuceno;arma de fuego;1;26;9;2019;5
boyaca;tunja (ct);sin empleo de armas;1;13;8;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;30;12;2019;2
valle;yumbo;sin empleo de armas;1;14;11;2019;5
antioquia;medellin (ct);contundentes;1;10;3;2019;1
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;18;6;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;10;9;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;5;1;2019;7
antioquia;medellin (ct);contundentes;1;14;1;2019;2
valle;cali (ct);contundentes;1;28;3;2019;5
cauca;caldono;sin empleo de armas;2;26;12;2019;5
santander;bucaramanga (ct);sin empleo de armas;1;23;10;2019;4
valle;cali (ct);sin empleo de armas;1;27;12;2019;6
narino;san andres de tumaco;sin empleo de armas;1;9;12;2019;2
cordoba;cerete;arma de fuego;1;24;4;2019;4
meta;uribe;arma de fuego;1;11;6;2019;3
sucre;sincelejo (ct);contundentes;1;6;8;2019;3
atlantico;candelaria;contundentes;1;28;8;2019;4
tolima;ibague (ct);palancas;1;28;8;2019;4
sucre;san luis de since;arma de fuego;1;3;9;2019;3
huila;pitalito;arma de fuego;1;9;9;2019;2
atlantico;soledad;no reporta;1;18;9;2019;4
guajira;fonseca;arma de fuego;1;2;10;2019;4
sucre;sincelejo (ct);arma de fuego;1;16;11;2019;7
guajira;albania;sin empleo de armas;1;22;11;2019;6
magdalena;cienaga;arma de fuego;1;26;11;2019;3
cauca;popayan (ct);arma de fuego;1;30;11;2019;7
atlantico;barranquilla (ct);no reporta;1;4;10;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;1;11;2019;6
bogota d.c. (ct);bogota d.c. (ct);palancas;1;20;1;2019;1
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;4;10;2019;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;5;11;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;26;12;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;6;3;2019;4
atlantico;barranquilla (ct);arma de fuego;1;25;10;2019;6
atlantico;barranquilla (ct);arma de fuego;1;25;10;2019;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;24;12;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;6;12;2019;6
antioquia;salgar;sin empleo de armas;1;15;1;2019;3
cesar;manaure;arma de fuego;1;28;3;2019;5
guajira;albania;arma de fuego;1;13;9;2019;6
cauca;caloto;sin empleo de armas;1;1;11;2019;6
cordoba;sahagun;arma de fuego;1;5;11;2019;3
bolivar;cartagena (ct);palancas;1;20;3;2019;4
guajira;albania;contundentes;1;18;11;2019;2
risaralda;dosquebradas;sin empleo de armas;1;17;5;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;28;10;2019;2
bogota d.c. (ct);bogota d.c. (ct);llave maestra;1;6;8;2019;3
valle;cali (ct);sin empleo de armas;1;13;11;2019;4
cundinamarca;guacheta;contundentes;1;16;1;2019;4
valle;cali (ct);arma de fuego;1;1;8;2019;5
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;15;2;2019;6
bogota d.c. (ct);bogota d.c. (ct);palancas;1;25;1;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;30;8;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;13;12;2019;6
antioquia;medellin (ct);contundentes;1;22;5;2019;4
antioquia;sabaneta;arma de fuego;1;15;11;2019;6
valle;jamundi;contundentes;1;24;4;2019;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;1;11;2019;6
cordoba;monteria (ct);arma de fuego;1;11;2;2019;2
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;30;12;2019;2
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;15;4;2019;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;9;8;2019;6
narino;san andres de tumaco;arma de fuego;1;2;5;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;11;4;2019;5
valle;cali (ct);arma de fuego;1;8;10;2019;3
valle;cali (ct);arma de fuego;1;19;11;2019;3
antioquia;mutata;contundentes;1;4;11;2019;2
atlantico;manati;contundentes;1;30;4;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;2;8;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;21;6;2019;6
sucre;sincelejo (ct);arma de fuego;1;16;10;2019;4
magdalena;santa marta (ct);arma blanca / cortopunzante;1;1;10;2019;3
atlantico;soledad;sin empleo de armas;1;28;10;2019;2
antioquia;envigado;sin empleo de armas;1;31;7;2019;4
antioquia;medellin (ct);arma de fuego;1;28;2;2019;5
cundinamarca;facatativa;palancas;1;25;9;2019;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;28;6;2019;6
magdalena;plato;arma de fuego;1;16;12;2019;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;31;1;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;1;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;18;7;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;2;23;5;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;8;11;2019;6
narino;san andres de tumaco;no reporta;1;14;11;2019;5
antioquia;medellin (ct);sin empleo de armas;1;1;11;2019;6
antioquia;medellin (ct);sin empleo de armas;1;5;11;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;30;12;2019;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;20;11;2019;4
atlantico;barranquilla (ct);palancas;1;11;4;2019;5
valle;cali (ct);arma de fuego;1;3;8;2019;7
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;27;6;2019;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;15;11;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;4;12;2019;4
choco;quibdo (ct);sin empleo de armas;1;7;5;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;4;7;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;15;2;2019;6
valle;cali (ct);arma de fuego;1;29;11;2019;6
valle;cali (ct);arma de fuego;1;4;7;2019;5
valle;cali (ct);arma de fuego;1;16;10;2019;4
atlantico;barranquilla (ct);arma de fuego;1;16;8;2019;6
bolivar;cartagena (ct);sin empleo de armas;1;19;6;2019;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;29;1;2019;3
valle;cali (ct);arma de fuego;1;5;11;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;15;8;2019;5
cundinamarca;tabio;arma de fuego;1;7;3;2019;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;21;2;2019;5
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;11;8;2019;1
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;12;9;2019;5
valle;cali (ct);arma de fuego;1;27;11;2019;4
valle;cali (ct);arma de fuego;1;3;12;2019;3
atlantico;barranquilla (ct);arma de fuego;1;30;10;2019;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;21;6;2019;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;28;12;2019;7
san andres;san andres (ct);arma de fuego;1;4;9;2019;4
sucre;sincelejo (ct);arma de fuego;1;16;5;2019;5
valle;cali (ct);arma de fuego;1;9;9;2019;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;3;4;2019;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;18;12;2019;4
cundinamarca;fusagasuga;no reporta;1;12;6;2019;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;17;7;2019;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;25;12;2019;4
antioquia;medellin (ct);contundentes;1;20;11;2019;4
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;20;8;2019;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;11;10;2019;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;20;4;2019;7
huila;neiva (ct);arma blanca / cortopunzante;1;6;4;2019;7
sucre;ovejas;arma de fuego;1;1;4;2019;2
valle;cali (ct);arma de fuego;1;11;1;2019;6
valle;candelaria;arma de fuego;1;12;2;2019;3
valle;cali (ct);arma de fuego;1;3;7;2019;4
valle;cali (ct);arma de fuego;1;25;9;2019;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;3;1;2020;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;7;1;2020;3
valle;cali (ct);arma de fuego;1;7;1;2020;3
bolivar;magangue;arma de fuego;1;10;1;2020;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;10;1;2020;6
antioquia;guadalupe;contundentes;1;11;1;2020;7
narino;alban;sin empleo de armas;1;14;1;2020;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;15;1;2020;4
valle;cali (ct);palancas;1;15;1;2020;4
valle;cali (ct);arma de fuego;1;20;1;2020;2
atlantico;barranquilla (ct);no reporta;1;21;1;2020;3
norte de santander;cucuta (ct);arma de fuego;1;21;1;2020;3
valle;cali (ct);arma de fuego;1;21;1;2020;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;1;2020;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;1;2020;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;24;1;2020;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;29;1;2020;4
risaralda;pereira (ct);arma de fuego;1;30;1;2020;5
cundinamarca;tena;arma de fuego;1;4;2;2020;3
valle;cali (ct);arma de fuego;1;6;2;2020;5
sucre;morroa;contundentes;1;15;2;2020;7
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;18;2;2020;3
antioquia;ciudad bolivar;arma de fuego;1;22;2;2020;7
valle;cali (ct);arma de fuego;1;25;2;2020;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;5;3;2020;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;13;3;2020;6
antioquia;medellin (ct);palancas;1;18;3;2020;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;19;3;2020;5
antioquia;gomez plata;contundentes;1;20;3;2020;6
risaralda;dosquebradas;palancas;1;20;3;2020;6
sucre;corozal;arma de fuego;1;20;3;2020;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;7;4;2020;3
risaralda;dosquebradas;arma de fuego;1;9;5;2020;7
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;14;5;2020;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;22;5;2020;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;28;5;2020;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;3;6;2020;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;12;6;2020;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;19;6;2020;6
antioquia;dabeiba;no reporta;1;29;6;2020;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;1;7;2020;4
